vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_datetime,dropoff_datetime,payment_method,tip_pct,duration_min
2,2,20.26,11.1,0.91,12.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.082,25.0
2,5,21.32,5.86,0.0,5.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,4,10.29,38.61,7.78,46.39,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2015,25.0
1,4,5.86,53.86,0.0,53.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,4,3.77,7.82,0.0,7.82,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,5,20.47,54.74,11.41,66.15,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2084,25.0
2,4,6.85,67.12,21.08,88.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3141,25.0
2,6,6.36,67.83,0.0,67.83,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,3,8.33,9.89,0.0,9.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,6,5.74,14.52,0.0,14.52,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,4,10.04,34.98,5.09,40.07,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1455,25.0
1,3,7.82,69.11,9.2,78.31,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1331,25.0
1,4,5.88,68.86,10.1,78.96,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1467,25.0
2,6,4.54,40.91,9.58,50.49,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2342,25.0
2,5,14.33,73.89,13.81,87.7,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1869,25.0
1,1,6.87,10.38,3.15,13.53,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3035,25.0
2,3,18.92,20.09,5.35,25.44,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2663,25.0
1,6,13.72,23.17,0.0,23.17,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,1,23.77,21.04,0.0,21.04,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,6,3.3,67.78,5.66,73.44,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0835,25.0
2,2,15.34,39.34,0.0,39.34,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,1,14.68,63.11,0.0,63.11,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,1,15.01,47.76,6.27,54.03,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1313,25.0
1,5,19.67,11.74,3.49,15.23,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2973,25.0
2,1,21.31,44.49,1.07,45.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0241,25.0
2,6,4.25,12.02,2.67,14.69,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2221,25.0
2,4,11.17,59.77,5.65,65.42,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0945,25.0
1,3,22.1,28.5,0.0,28.5,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,12.61,61.04,14.28,75.32,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2339,25.0
2,3,7.35,17.82,0.0,17.82,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,6,10.46,46.24,3.09,49.33,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0668,25.0
1,1,7.71,56.49,9.7,66.19,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1717,25.0
2,5,13.51,56.58,11.52,68.1,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2036,25.0
2,3,8.01,79.74,9.82,89.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1232,25.0
1,6,13.63,13.17,0.0,13.17,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,20.9,18.56,1.8,20.36,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.097,25.0
1,6,13.59,21.29,0.0,21.29,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,6,23.63,7.46,0.0,7.46,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,4,12.23,11.8,0.0,11.8,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,1,20.64,18.01,0.0,18.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,20.37,41.37,9.94,51.31,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2403,25.0
2,5,15.11,10.47,0.0,10.47,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,5,24.76,62.95,20.02,82.97,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.318,25.0
1,2,15.83,47.22,0.0,47.22,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,5,2.34,54.19,0.0,54.19,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,2,7.56,35.05,5.76,40.81,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1643,25.0
2,6,14.95,57.43,13.82,71.25,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2406,25.0
2,2,2.25,36.31,8.23,44.54,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2267,25.0
2,4,3.55,64.24,18.53,82.77,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2884,25.0
2,4,2.47,57.18,10.02,67.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1752,25.0
1,1,6.11,71.6,15.13,86.73,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2113,25.0
1,2,12.03,79.97,7.54,87.51,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0943,25.0
2,6,20.45,73.62,0.0,73.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,2,8.58,39.72,4.46,44.18,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1123,25.0
1,4,2.66,25.9,7.37,33.27,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2846,25.0
1,6,21.8,28.57,4.04,32.61,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1414,25.0
2,5,19.03,35.41,0.0,35.41,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,3,11.23,61.76,0.0,61.76,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,6,4.38,13.23,2.82,16.05,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2132,25.0
1,4,23.7,45.97,0.0,45.97,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,20.95,41.88,7.46,49.34,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1781,25.0
1,1,7.27,22.52,3.02,25.54,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1341,25.0
1,3,18.29,29.83,2.79,32.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0935,25.0
2,5,19.19,69.76,11.83,81.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1696,25.0
1,5,9.88,38.61,2.55,41.16,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.066,25.0
2,4,24.72,7.32,1.81,9.13,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2473,25.0
2,1,21.92,41.64,0.0,41.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,4,21.84,11.58,0.06,11.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0052,25.0
2,6,2.47,9.69,0.9,10.59,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0929,25.0
2,6,18.11,68.78,9.15,77.93,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.133,25.0
1,2,15.96,70.3,0.0,70.3,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,6,17.75,79.8,12.12,91.92,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1519,25.0
1,3,20.01,37.72,11.93,49.65,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3163,25.0
2,5,17.2,31.24,2.67,33.91,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0855,25.0
2,5,17.24,16.92,0.0,16.92,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,6,6.72,73.38,0.0,73.38,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,6,13.89,54.68,8.9,63.58,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1628,25.0
2,6,6.63,37.57,7.73,45.3,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2057,25.0
1,4,14.51,19.14,3.24,22.38,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1693,25.0
2,3,0.7,79.44,0.0,79.44,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,2,15.37,73.21,21.34,94.55,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2915,25.0
2,6,19.01,20.64,0.0,20.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,1.32,51.75,11.71,63.46,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2263,25.0
2,3,18.81,59.66,0.0,59.66,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,5,12.79,19.26,5.91,25.17,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3069,25.0
2,3,18.79,67.12,0.0,67.12,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,6,18.24,65.12,1.72,66.84,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0264,25.0
2,1,6.98,77.51,9.92,87.43,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.128,25.0
2,6,23.54,38.56,9.07,47.63,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2352,25.0
2,5,5.92,55.29,11.99,67.28,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2169,25.0
2,1,3.92,52.29,12.83,65.12,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2454,25.0
1,4,11.61,27.13,0.92,28.05,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0339,25.0
1,4,15.58,48.64,15.07,63.71,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3098,25.0
1,3,2.93,6.49,1.01,7.5,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1556,25.0
2,3,5.15,45.38,5.7,51.08,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1256,25.0
1,6,16.17,76.12,2.44,78.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0321,25.0
1,1,20.83,7.84,2.71,10.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3457,25.0
1,5,0.57,48.57,3.96,52.53,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0815,25.0
1,6,21.73,79.05,22.09,101.14,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2794,25.0
2,1,4.77,5.13,0.43,5.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0838,25.0
1,4,11.48,13.63,0.54,14.17,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0396,25.0
1,5,1.56,43.01,0.0,43.01,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,4,10.94,38.81,0.83,39.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0214,25.0
1,3,15.4,41.26,1.06,42.32,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0257,25.0
2,4,24.87,13.59,2.78,16.37,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2046,25.0
1,6,16.45,38.48,1.34,39.82,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0348,25.0
2,4,10.69,36.69,5.31,42.0,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1447,25.0
1,6,23.11,27.75,2.48,30.23,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0894,25.0
2,1,18.74,10.93,0.0,10.93,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,6,3.49,65.69,13.48,79.17,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2052,25.0
1,3,15.21,70.39,10.42,80.81,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.148,25.0
2,2,21.26,11.87,0.64,12.51,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0539,25.0
1,4,21.21,68.25,18.22,86.47,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.267,25.0
1,2,7.2,50.28,12.2,62.48,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2426,25.0
1,5,16.6,74.04,4.7,78.74,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0635,25.0
1,4,10.79,14.78,0.16,14.94,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0108,25.0
1,1,4.31,15.96,1.81,17.77,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1134,25.0
2,4,15.37,55.22,0.0,55.22,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,1,7.44,24.76,0.99,25.75,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.04,25.0
1,1,5.51,44.05,3.4,47.45,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0772,25.0
1,1,12.69,62.32,6.31,68.63,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1013,25.0
2,1,10.23,17.35,4.27,21.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2461,25.0
2,5,11.02,37.15,1.01,38.16,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0272,25.0
1,3,4.71,57.92,2.33,60.25,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0402,25.0
1,2,11.17,67.23,2.07,69.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0308,25.0
2,2,8.66,43.82,4.76,48.58,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1086,25.0
1,3,9.1,9.8,1.82,11.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1857,25.0
1,2,15.26,21.96,0.0,21.96,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,6,23.14,17.46,3.02,20.48,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.173,25.0
1,4,11.33,69.68,3.68,73.36,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0528,25.0
1,3,11.81,64.52,7.95,72.47,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1232,25.0
1,5,15.05,8.32,0.22,8.54,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0264,25.0
1,4,22.77,39.17,10.86,50.03,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2773,25.0
1,4,3.04,28.44,1.5,29.94,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0527,25.0
1,1,6.57,78.66,0.0,78.66,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,3,22.99,79.31,16.93,96.24,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2135,25.0
2,1,8.58,35.07,7.34,42.41,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2093,25.0
1,3,2.5,25.6,5.88,31.48,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2297,25.0
2,2,15.08,73.67,16.92,90.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2297,25.0
1,6,17.72,27.53,7.63,35.16,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2772,25.0
2,3,4.92,53.1,6.72,59.82,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1266,25.0
1,2,2.39,29.97,2.01,31.98,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0671,25.0
1,6,8.75,42.58,11.01,53.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2586,25.0
1,6,19.39,49.39,0.0,49.39,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,6,18.13,58.81,0.0,58.81,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,5,6.36,50.41,13.83,64.24,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2744,25.0
2,4,19.35,72.7,0.0,72.7,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,5,3.89,42.22,2.39,44.61,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0566,25.0
1,6,21.22,7.97,1.04,9.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1305,25.0
1,4,2.75,25.66,2.45,28.11,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0955,25.0
2,1,10.21,66.07,21.52,87.59,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3257,25.0
1,3,23.31,21.92,2.88,24.8,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1314,25.0
2,4,17.55,64.14,0.0,64.14,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,1,6.77,61.67,13.28,74.95,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2153,25.0
1,3,6.32,45.71,8.44,54.15,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1846,25.0
2,1,3.22,7.63,2.12,9.75,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2779,25.0
1,6,4.02,49.35,0.0,49.35,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,6,16.87,4.12,0.82,4.94,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.199,25.0
1,4,21.9,9.14,1.62,10.76,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1772,25.0
1,3,19.82,52.31,4.64,56.95,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0887,25.0
2,2,1.59,22.33,0.81,23.14,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0363,25.0
2,6,12.22,65.83,0.0,65.83,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,7.69,65.67,0.0,65.67,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,5,10.26,64.12,7.08,71.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1104,25.0
2,1,21.71,23.25,1.56,24.81,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0671,25.0
2,6,11.27,24.76,3.79,28.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1531,25.0
2,3,23.15,29.77,0.0,29.77,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,5,7.7,64.89,1.79,66.68,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0276,25.0
2,2,17.4,10.09,1.08,11.17,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.107,25.0
2,3,16.17,37.98,12.12,50.1,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3191,25.0
